Number of data: 349
Speed		Altitude	CPA		TBH
202.5625	10972	0.736157537	433.085571
202.5625	10972	0.738618672	423.00351
202.5625	10972	0.753064394	423.772125
202.5625	10972	0.74813652	417.793732
202.5625	10972	0.737191021	410.872345
202.5625	10972	0.739737153	407.930542
202.5625	10972	0.733794689	398.031708
202.5625	10972	0.732401192	393.612671
202.5625	10972	0.745670497	388.804108
202.5625	10972	0.738058329	377.955963
202.5625	10972	0.723550081	349.745789
202.5625	10972	0.729245901	346.668671
202.5625	10972	0.722235143	340.289612
202.5625	10972	0.729576051	338.227905
202.5625	10972	0.724321902	332.332947
202.5625	10972	0.723668933	327.92337
202.5625	10972	0.712580144	320.975494
202.5625	10972	0.721565485	319.467743
202.5625	10972	0.723893404	315.39566
202.5625	10972	0.712516189	304.360565
202.5625	10972	0.718178809	301.621094
202.5625	10972	0.716563225	292.717255
202.5625	10972	0.724738419	285.87796
202.5625	10972	0.724901915	277.59201
202.5625	10972	0.722877383	272.511993
202.5625	10972	0.724574745	268.775543
202.5625	10972	0.722788572	263.970795
202.5625	10972	0.717868924	258.442688
202.5625	10972	0.714709222	253.580185
202.5625	10972	0.718456209	250.678116
202.5625	10972	0.722942829	238.543839
202.5625	10972	0.721844554	233.813431
202.5625	10972	0.720758438	224.846893
202.5625	10972	0.719559908	220.39061
202.5625	10972	0.721690714	212.274353
202.5625	10972	0.72302407	208.237946
202.5625	10972	0.721736491	203.398819
202.5625	10972	0.722847939	199.513611
202.5625	10972	0.722367704	195.038681
202.5625	10972	0.72122407	190.521667
202.5625	10972	0.7226125	186.832016
202.5625	10972	0.720283926	177.520538
202.5625	10972	0.715382814	172.145187
202.5625	10972	0.712767839	166.903305
206.179688	10972	0.552550972	142.970596
209.796875	10972	0.499709666	132.147644
213.414063	10972	0.461571306	123.001175
213.414063	10972	0.433096021	116.928543
213.414063	10972	0.396883518	105.503876
220.648438	10972	0.1841667	91.7020187
224.265625	10972	0.122486331	84.7863388
224.265625	10972	0.0836548507	79.7931442
227.882813	10972	0.0616967231	73.6715088
227.882813	10972	0.0294547975	59.3026085
227.882813	10972	0.0231158827	54.5312767
227.882813	10972	0.0225538649	50.3538055
227.882813	10972	0.0156377964	36.0749893
227.882813	10972	0.0145661086	31.3591347
227.882813	10972	0.0148735801	27.0984097
227.882813	10972	0.0141560426	22.1501389
227.882813	10972	0.0131070223	17.6729565
224.265625	10972	0.0133943204	8.53854847
224.265625	10972	0.0121382074	0
224.265625	10972	0.0114781912	0
224.265625	10972	0.0099794874	0
224.265625	10972	0.00946208835	0
224.265625	10942	0.00966308825	0
224.265625	10942	0.00896945968	0
224.265625	10942	0.00923909619	0
224.265625	10942	0.00839983579	0
224.265625	10942	0.00746759074	0
224.265625	10942	0.00824660063	0
224.265625	10942	0.00757092284	0
224.265625	10942	0.00711012585	0
224.265625	10942	0.0077661653	0
224.265625	10942	0.00824493356	0
224.265625	10942	0.00812525395	0
224.265625	10942	0.00864636432	0
224.265625	10942	0.00921386108	0
224.265625	10942	0.00856713858	0
224.265625	10942	0.00851267017	0
224.265625	10942	0.00865177251	0
224.265625	10942	0.00857952796	0
224.265625	10942	0.00864331238	0
224.265625	10942	0.00903081056	0
224.265625	10942	0.00949710235	0
224.265625	10942	0.00888413657	0
224.265625	10942	0.00963865221	0
227.882813	10942	0.00944126118	0
227.882813	10972	0.0105079412	0
227.882813	10972	0.0108794672	0
227.882813	10972	0.0107057979	0
227.882813	10972	0.0102095297	0
227.882813	10972	0.0107456036	0
224.265625	10972	0.00980199315	0
224.265625	10972	0.0111186234	0
224.265625	10972	0.0107017495	0
227.882813	10972	0.0122124106	0
227.882813	10972	0.0124086868	0
227.882813	10972	0.0117152911	0
227.882813	10972	0.0124300867	0
224.265625	10972	0.0123304762	0
224.265625	10972	0.0122717991	0
224.265625	10972	0.0122357765	0
224.265625	10972	0.0114564355	0
224.265625	10972	0.0125913145	0
224.265625	10972	0.0117840767	0
224.265625	10972	0.0115669454	0
224.265625	10972	0.0116403075	0
224.265625	10972	0.0116606429	0
224.265625	10972	0.00958608557	0
224.265625	10972	0.00973079912	0
224.265625	10972	0.00895698834	0
224.265625	10972	0.00797746703	0
227.882813	10972	0.00363810244	0
220.648438	10972	0.0143625746	0
217.03125	10972	0.0131161157	0
